054780	2019-04-16 00:00:00
054780	2019-04-17 00:00:00
054780	2019-04-22 00:00:00
054780	2020-02-14 00:00:00
054780	2020-02-17 00:00:00
054780	2020-02-24 00:00:00
054780	2020-04-13 00:00:00
034020	2020-08-31 00:00:00
007570	2020-07-17 00:00:00
021240	2019-03-22 00:00:00
021240	2020-02-07 00:00:00
005690	2020-04-20 00:00:00
005690	2020-07-15 00:00:00
128940	2020-08-06 00:00:00
900100	2018-01-03 00:00:00
900100	2018-01-04 00:00:00
900100	2018-02-02 00:00:00
900100	2018-02-05 00:00:00
900100	2018-05-24 00:00:00
900100	2018-07-18 00:00:00
006120	2020-08-11 00:00:00
025560	2018-01-12 00:00:00
025560	2018-01-15 00:00:00
025560	2018-02-07 00:00:00
025560	2018-02-20 00:00:00
025560	2018-05-03 00:00:00
025560	2018-05-17 00:00:00
025560	2018-05-23 00:00:00
025560	2018-05-24 00:00:00
025560	2018-06-08 00:00:00
025560	2018-06-28 00:00:00
025560	2018-07-04 00:00:00
025560	2018-07-09 00:00:00
025560	2018-07-10 00:00:00
025560	2018-07-24 00:00:00
025560	2018-09-07 00:00:00
025560	2019-03-27 00:00:00
025560	2019-04-25 00:00:00
025560	2019-06-18 00:00:00
025560	2019-06-19 00:00:00
025560	2019-06-20 00:00:00
025560	2019-06-21 00:00:00
025560	2019-06-24 00:00:00
025560	2019-06-25 00:00:00
025560	2019-06-26 00:00:00
025560	2019-06-27 00:00:00
025560	2019-06-28 00:00:00
025560	2019-07-24 00:00:00
025560	2019-07-25 00:00:00
025560	2019-07-26 00:00:00
025560	2019-07-29 00:00:00
025560	2019-08-01 00:00:00
025560	2019-08-07 00:00:00
025560	2019-08-08 00:00:00
025560	2019-08-09 00:00:00
025560	2019-08-13 00:00:00
025560	2019-08-14 00:00:00
025560	2019-08-16 00:00:00
025560	2019-08-19 00:00:00
025560	2019-08-20 00:00:00
025560	2019-08-21 00:00:00
025560	2019-08-22 00:00:00
025560	2019-08-23 00:00:00
025560	2019-08-27 00:00:00
025560	2019-09-05 00:00:00
025560	2019-09-11 00:00:00
025560	2019-09-16 00:00:00
025560	2019-10-21 00:00:00
025560	2019-10-22 00:00:00
025560	2019-10-25 00:00:00
025560	2019-10-28 00:00:00
025560	2019-11-12 00:00:00
025560	2019-12-02 00:00:00
025560	2019-12-13 00:00:00
025560	2019-12-24 00:00:00
025560	2020-01-02 00:00:00
025560	2020-01-14 00:00:00
025560	2020-03-31 00:00:00
025560	2020-04-17 00:00:00
025560	2020-04-20 00:00:00
025560	2020-04-21 00:00:00
025560	2020-04-22 00:00:00
025560	2020-04-23 00:00:00
025560	2020-04-29 00:00:00
025560	2020-05-04 00:00:00
025560	2020-05-06 00:00:00
025560	2020-05-14 00:00:00
025560	2020-05-15 00:00:00
025560	2020-05-26 00:00:00
025560	2020-05-27 00:00:00
030790	2018-07-11 00:00:00
030790	2019-04-05 00:00:00
030790	2019-04-08 00:00:00
030790	2019-04-09 00:00:00
030790	2019-04-22 00:00:00
030790	2020-01-17 00:00:00
028260	2018-09-21 00:00:00
028260	2020-10-26 00:00:00
011000	2020-08-27 00:00:00
011000	2020-09-21 00:00:00
011000	2020-09-22 00:00:00
180640	2020-04-17 00:00:00
005380	2020-08-10 00:00:00
005380	2020-08-11 00:00:00
005380	2020-12-03 00:00:00
